id,datum,region,altersgruppe,arbeitslosenquote
1240,2005-11,Arbeitslosenquote,alle,3.7
1233,2005-11,Deutsche Schweiz,25-49 Jahre,3.0
1234,2005-11,Deutsche Schweiz,50-64 Jahre,2.8
1235,2005-11,Deutsche Schweiz,65 und mehr,0.1
1236,2005-11,Westschweiz und Tessin,15-24 Jahre,6.4
1237,2005-11,Westschweiz und Tessin,25-49 Jahre,5.2
1238,2005-11,Westschweiz und Tessin,50-64 Jahre,4.5
1239,2005-11,Westschweiz und Tessin,65 und mehr,0.2
1248,2005-12,Arbeitslosenquote,alle,3.8
1241,2005-12,Deutsche Schweiz,25-49 Jahre,3.1
1242,2005-12,Deutsche Schweiz,50-64 Jahre,2.9
1243,2005-12,Deutsche Schweiz,65 und mehr,0.2
1244,2005-12,Westschweiz und Tessin,15-24 Jahre,6.5
1245,2005-12,Westschweiz und Tessin,25-49 Jahre,5.5
1246,2005-12,Westschweiz und Tessin,50-64 Jahre,4.7
1247,2005-12,Westschweiz und Tessin,65 und mehr,0.2
1256,2006-01,Arbeitslosenquote,alle,3.9
1249,2006-01,Deutsche Schweiz,25-49 Jahre,3.2
1250,2006-01,Deutsche Schweiz,50-64 Jahre,2.9
1251,2006-01,Deutsche Schweiz,65 und mehr,0.2
1252,2006-01,Westschweiz und Tessin,15-24 Jahre,6.7
1253,2006-01,Westschweiz und Tessin,25-49 Jahre,5.7
1254,2006-01,Westschweiz und Tessin,50-64 Jahre,4.8
1255,2006-01,Westschweiz und Tessin,65 und mehr,0.2
1264,2006-02,Arbeitslosenquote,alle,3.8
1257,2006-02,Deutsche Schweiz,25-49 Jahre,3.1
1258,2006-02,Deutsche Schweiz,50-64 Jahre,2.9
1259,2006-02,Deutsche Schweiz,65 und mehr,0.2
1260,2006-02,Westschweiz und Tessin,15-24 Jahre,6.4
1261,2006-02,Westschweiz und Tessin,25-49 Jahre,5.5
1262,2006-02,Westschweiz und Tessin,50-64 Jahre,4.7
1263,2006-02,Westschweiz und Tessin,65 und mehr,0.3
1272,2006-03,Arbeitslosenquote,alle,3.6
1265,2006-03,Deutsche Schweiz,25-49 Jahre,3.0
1266,2006-03,Deutsche Schweiz,50-64 Jahre,2.8
1267,2006-03,Deutsche Schweiz,65 und mehr,0.1
1268,2006-03,Westschweiz und Tessin,15-24 Jahre,6.0
1269,2006-03,Westschweiz und Tessin,25-49 Jahre,5.2
1270,2006-03,Westschweiz und Tessin,50-64 Jahre,4.5
1271,2006-03,Westschweiz und Tessin,65 und mehr,0.2
1280,2006-04,Arbeitslosenquote,alle,3.5
1273,2006-04,Deutsche Schweiz,25-49 Jahre,2.9
1274,2006-04,Deutsche Schweiz,50-64 Jahre,2.8
1275,2006-04,Deutsche Schweiz,65 und mehr,0.2
1276,2006-04,Westschweiz und Tessin,15-24 Jahre,5.6
1277,2006-04,Westschweiz und Tessin,25-49 Jahre,5.0
1278,2006-04,Westschweiz und Tessin,50-64 Jahre,4.4
1279,2006-04,Westschweiz und Tessin,65 und mehr,0.1
1288,2006-05,Arbeitslosenquote,alle,3.3
1281,2006-05,Deutsche Schweiz,25-49 Jahre,2.7
1282,2006-05,Deutsche Schweiz,50-64 Jahre,2.7
1283,2006-05,Deutsche Schweiz,65 und mehr,0.2
1284,2006-05,Westschweiz und Tessin,15-24 Jahre,5.3
1285,2006-05,Westschweiz und Tessin,25-49 Jahre,4.8
1286,2006-05,Westschweiz und Tessin,50-64 Jahre,4.3
1287,2006-05,Westschweiz und Tessin,65 und mehr,0.2
1296,2006-06,Arbeitslosenquote,alle,3.1
1289,2006-06,Deutsche Schweiz,25-49 Jahre,2.5
1290,2006-06,Deutsche Schweiz,50-64 Jahre,2.5
1291,2006-06,Deutsche Schweiz,65 und mehr,0.2
1292,2006-06,Westschweiz und Tessin,15-24 Jahre,5.0
1293,2006-06,Westschweiz und Tessin,25-49 Jahre,4.6
1294,2006-06,Westschweiz und Tessin,50-64 Jahre,4.2
1295,2006-06,Westschweiz und Tessin,65 und mehr,0.2
1304,2006-07,Arbeitslosenquote,alle,3.1
1297,2006-07,Deutsche Schweiz,25-49 Jahre,2.4
1298,2006-07,Deutsche Schweiz,50-64 Jahre,2.5
1299,2006-07,Deutsche Schweiz,65 und mehr,0.2
1300,2006-07,Westschweiz und Tessin,15-24 Jahre,5.2
1301,2006-07,Westschweiz und Tessin,25-49 Jahre,4.5
1302,2006-07,Westschweiz und Tessin,50-64 Jahre,4.1
1303,2006-07,Westschweiz und Tessin,65 und mehr,0.3
1312,2006-08,Arbeitslosenquote,alle,3.1
1305,2006-08,Deutsche Schweiz,25-49 Jahre,2.4
1306,2006-08,Deutsche Schweiz,50-64 Jahre,2.4
1307,2006-08,Deutsche Schweiz,65 und mehr,0.2
1308,2006-08,Westschweiz und Tessin,15-24 Jahre,5.7
1309,2006-08,Westschweiz und Tessin,25-49 Jahre,4.5
1310,2006-08,Westschweiz und Tessin,50-64 Jahre,4.1
1311,2006-08,Westschweiz und Tessin,65 und mehr,0.2
1320,2006-09,Arbeitslosenquote,alle,3.1
1313,2006-09,Deutsche Schweiz,25-49 Jahre,2.4
1314,2006-09,Deutsche Schweiz,50-64 Jahre,2.4
1315,2006-09,Deutsche Schweiz,65 und mehr,0.1
1316,2006-09,Westschweiz und Tessin,15-24 Jahre,5.8
1317,2006-09,Westschweiz und Tessin,25-49 Jahre,4.5
1318,2006-09,Westschweiz und Tessin,50-64 Jahre,4.1
1319,2006-09,Westschweiz und Tessin,65 und mehr,0.2
1328,2006-10,Arbeitslosenquote,alle,3.1
1321,2006-10,Deutsche Schweiz,25-49 Jahre,2.4
1322,2006-10,Deutsche Schweiz,50-64 Jahre,2.4
1323,2006-10,Deutsche Schweiz,65 und mehr,0.1
1324,2006-10,Westschweiz und Tessin,15-24 Jahre,5.7
1325,2006-10,Westschweiz und Tessin,25-49 Jahre,4.6
1326,2006-10,Westschweiz und Tessin,50-64 Jahre,4.2
1327,2006-10,Westschweiz und Tessin,65 und mehr,0.2
1336,2006-11,Arbeitslosenquote,alle,3.1
1329,2006-11,Deutsche Schweiz,25-49 Jahre,2.5
1330,2006-11,Deutsche Schweiz,50-64 Jahre,2.4
1331,2006-11,Deutsche Schweiz,65 und mehr,0.1
1332,2006-11,Westschweiz und Tessin,15-24 Jahre,5.5
1333,2006-11,Westschweiz und Tessin,25-49 Jahre,4.7
1334,2006-11,Westschweiz und Tessin,50-64 Jahre,4.3
1335,2006-11,Westschweiz und Tessin,65 und mehr,0.2
1344,2006-12,Arbeitslosenquote,alle,3.3
1337,2006-12,Deutsche Schweiz,25-49 Jahre,2.6
1338,2006-12,Deutsche Schweiz,50-64 Jahre,2.5
1339,2006-12,Deutsche Schweiz,65 und mehr,0.1
1340,2006-12,Westschweiz und Tessin,15-24 Jahre,5.6
1341,2006-12,Westschweiz und Tessin,25-49 Jahre,5.0
1342,2006-12,Westschweiz und Tessin,50-64 Jahre,4.5
1343,2006-12,Westschweiz und Tessin,65 und mehr,0.2
1352,2007-01,Arbeitslosenquote,alle,3.3
1345,2007-01,Deutsche Schweiz,25-49 Jahre,2.6
1346,2007-01,Deutsche Schweiz,50-64 Jahre,2.5
1347,2007-01,Deutsche Schweiz,65 und mehr,0.2
1348,2007-01,Westschweiz und Tessin,15-24 Jahre,5.8
1349,2007-01,Westschweiz und Tessin,25-49 Jahre,5.1
1350,2007-01,Westschweiz und Tessin,50-64 Jahre,4.6
1351,2007-01,Westschweiz und Tessin,65 und mehr,0.3
1360,2007-02,Arbeitslosenquote,alle,3.2
1353,2007-02,Deutsche Schweiz,25-49 Jahre,2.5
1354,2007-02,Deutsche Schweiz,50-64 Jahre,2.4
1355,2007-02,Deutsche Schweiz,65 und mehr,0.1
1356,2007-02,Westschweiz und Tessin,15-24 Jahre,5.6
1357,2007-02,Westschweiz und Tessin,25-49 Jahre,5.0
1358,2007-02,Westschweiz und Tessin,50-64 Jahre,4.4
1359,2007-02,Westschweiz und Tessin,65 und mehr,0.2
1368,2007-03,Arbeitslosenquote,alle,3.0
1361,2007-03,Deutsche Schweiz,25-49 Jahre,2.4
1362,2007-03,Deutsche Schweiz,50-64 Jahre,2.3
1363,2007-03,Deutsche Schweiz,65 und mehr,0.1
1364,2007-03,Westschweiz und Tessin,15-24 Jahre,5.1
1365,2007-03,Westschweiz und Tessin,25-49 Jahre,4.6
1366,2007-03,Westschweiz und Tessin,50-64 Jahre,4.2
1367,2007-03,Westschweiz und Tessin,65 und mehr,0.2
1376,2007-04,Arbeitslosenquote,alle,2.9
1369,2007-04,Deutsche Schweiz,25-49 Jahre,2.3
1370,2007-04,Deutsche Schweiz,50-64 Jahre,2.3
1371,2007-04,Deutsche Schweiz,65 und mehr,0.1
1372,2007-04,Westschweiz und Tessin,15-24 Jahre,4.7
1373,2007-04,Westschweiz und Tessin,25-49 Jahre,4.5
1374,2007-04,Westschweiz und Tessin,50-64 Jahre,4.1
1375,2007-04,Westschweiz und Tessin,65 und mehr,0.2
1384,2007-05,Arbeitslosenquote,alle,2.7
1377,2007-05,Deutsche Schweiz,25-49 Jahre,2.1
1378,2007-05,Deutsche Schweiz,50-64 Jahre,2.2
1379,2007-05,Deutsche Schweiz,65 und mehr,0.1
1380,2007-05,Westschweiz und Tessin,15-24 Jahre,4.3
1381,2007-05,Westschweiz und Tessin,25-49 Jahre,4.2
1382,2007-05,Westschweiz und Tessin,50-64 Jahre,3.9
1383,2007-05,Westschweiz und Tessin,65 und mehr,0.2
1392,2007-06,Arbeitslosenquote,alle,2.5
1385,2007-06,Deutsche Schweiz,25-49 Jahre,2.0
1386,2007-06,Deutsche Schweiz,50-64 Jahre,2.1
1387,2007-06,Deutsche Schweiz,65 und mehr,0.1
1388,2007-06,Westschweiz und Tessin,15-24 Jahre,4.0
1389,2007-06,Westschweiz und Tessin,25-49 Jahre,4.0
1390,2007-06,Westschweiz und Tessin,50-64 Jahre,3.7
1391,2007-06,Westschweiz und Tessin,65 und mehr,0.1
1400,2007-07,Arbeitslosenquote,alle,2.5
1393,2007-07,Deutsche Schweiz,25-49 Jahre,1.9
1394,2007-07,Deutsche Schweiz,50-64 Jahre,2.0
1395,2007-07,Deutsche Schweiz,65 und mehr,0.1
1396,2007-07,Westschweiz und Tessin,15-24 Jahre,4.3
1397,2007-07,Westschweiz und Tessin,25-49 Jahre,3.9
1398,2007-07,Westschweiz und Tessin,50-64 Jahre,3.7
1399,2007-07,Westschweiz und Tessin,65 und mehr,0.2
1408,2007-08,Arbeitslosenquote,alle,2.6
1401,2007-08,Deutsche Schweiz,25-49 Jahre,1.9
1402,2007-08,Deutsche Schweiz,50-64 Jahre,2.0
1403,2007-08,Deutsche Schweiz,65 und mehr,0.1
1404,2007-08,Westschweiz und Tessin,15-24 Jahre,4.7
1405,2007-08,Westschweiz und Tessin,25-49 Jahre,3.9
1406,2007-08,Westschweiz und Tessin,50-64 Jahre,3.6
1407,2007-08,Westschweiz und Tessin,65 und mehr,0.2
1416,2007-09,Arbeitslosenquote,alle,2.5
1409,2007-09,Deutsche Schweiz,25-49 Jahre,1.9
1410,2007-09,Deutsche Schweiz,50-64 Jahre,2.0
1411,2007-09,Deutsche Schweiz,65 und mehr,0.2
1412,2007-09,Westschweiz und Tessin,15-24 Jahre,4.7
1413,2007-09,Westschweiz und Tessin,25-49 Jahre,3.9
1414,2007-09,Westschweiz und Tessin,50-64 Jahre,3.5
1415,2007-09,Westschweiz und Tessin,65 und mehr,0.2
1424,2007-10,Arbeitslosenquote,alle,2.6
1417,2007-10,Deutsche Schweiz,25-49 Jahre,2.0
1418,2007-10,Deutsche Schweiz,50-64 Jahre,2.0
1419,2007-10,Deutsche Schweiz,65 und mehr,0.1
1420,2007-10,Westschweiz und Tessin,15-24 Jahre,4.6
1421,2007-10,Westschweiz und Tessin,25-49 Jahre,4.1
1422,2007-10,Westschweiz und Tessin,50-64 Jahre,3.6
1423,2007-10,Westschweiz und Tessin,65 und mehr,0.2
1432,2007-11,Arbeitslosenquote,alle,2.7
1425,2007-11,Deutsche Schweiz,25-49 Jahre,2.0
1426,2007-11,Deutsche Schweiz,50-64 Jahre,2.0
1427,2007-11,Deutsche Schweiz,65 und mehr,0.1
1428,2007-11,Westschweiz und Tessin,15-24 Jahre,4.6
1429,2007-11,Westschweiz und Tessin,25-49 Jahre,4.2
1430,2007-11,Westschweiz und Tessin,50-64 Jahre,3.7
1431,2007-11,Westschweiz und Tessin,65 und mehr,0.1
1440,2007-12,Arbeitslosenquote,alle,2.8
1433,2007-12,Deutsche Schweiz,25-49 Jahre,2.2
1434,2007-12,Deutsche Schweiz,50-64 Jahre,2.1
1435,2007-12,Deutsche Schweiz,65 und mehr,0.1
1436,2007-12,Westschweiz und Tessin,15-24 Jahre,4.6
1437,2007-12,Westschweiz und Tessin,25-49 Jahre,4.4
1438,2007-12,Westschweiz und Tessin,50-64 Jahre,3.9
1439,2007-12,Westschweiz und Tessin,65 und mehr,0.2
1448,2008-01,Arbeitslosenquote,alle,2.8
1441,2008-01,Deutsche Schweiz,25-49 Jahre,2.2
1442,2008-01,Deutsche Schweiz,50-64 Jahre,2.1
1443,2008-01,Deutsche Schweiz,65 und mehr,0.1
1444,2008-01,Westschweiz und Tessin,15-24 Jahre,4.8
1445,2008-01,Westschweiz und Tessin,25-49 Jahre,4.5
1446,2008-01,Westschweiz und Tessin,50-64 Jahre,4.0
1447,2008-01,Westschweiz und Tessin,65 und mehr,0.2
1456,2008-02,Arbeitslosenquote,alle,2.7
1449,2008-02,Deutsche Schweiz,25-49 Jahre,2.2
1450,2008-02,Deutsche Schweiz,50-64 Jahre,2.1
1451,2008-02,Deutsche Schweiz,65 und mehr,0.1
1452,2008-02,Westschweiz und Tessin,15-24 Jahre,4.5
1453,2008-02,Westschweiz und Tessin,25-49 Jahre,4.4
1454,2008-02,Westschweiz und Tessin,50-64 Jahre,3.9
1455,2008-02,Westschweiz und Tessin,65 und mehr,0.2
1464,2008-03,Arbeitslosenquote,alle,2.6
1457,2008-03,Deutsche Schweiz,25-49 Jahre,2.1
1458,2008-03,Deutsche Schweiz,50-64 Jahre,2.1
1459,2008-03,Deutsche Schweiz,65 und mehr,0.1
1460,2008-03,Westschweiz und Tessin,15-24 Jahre,4.2
1461,2008-03,Westschweiz und Tessin,25-49 Jahre,4.1
1462,2008-03,Westschweiz und Tessin,50-64 Jahre,3.8
1463,2008-03,Westschweiz und Tessin,65 und mehr,0.2
1472,2008-04,Arbeitslosenquote,alle,2.6
1465,2008-04,Deutsche Schweiz,25-49 Jahre,2.0
1466,2008-04,Deutsche Schweiz,50-64 Jahre,2.0
1467,2008-04,Deutsche Schweiz,65 und mehr,0.1
1468,2008-04,Westschweiz und Tessin,15-24 Jahre,4.1
1469,2008-04,Westschweiz und Tessin,25-49 Jahre,4.0
1470,2008-04,Westschweiz und Tessin,50-64 Jahre,3.7
1471,2008-04,Westschweiz und Tessin,65 und mehr,0.2
1480,2008-05,Arbeitslosenquote,alle,2.4
1473,2008-05,Deutsche Schweiz,25-49 Jahre,1.9
1474,2008-05,Deutsche Schweiz,50-64 Jahre,2.0
1475,2008-05,Deutsche Schweiz,65 und mehr,0.1
1476,2008-05,Westschweiz und Tessin,15-24 Jahre,3.7
1477,2008-05,Westschweiz und Tessin,25-49 Jahre,3.8
1478,2008-05,Westschweiz und Tessin,50-64 Jahre,3.6
1479,2008-05,Westschweiz und Tessin,65 und mehr,0.2
1488,2008-06,Arbeitslosenquote,alle,2.3
1481,2008-06,Deutsche Schweiz,25-49 Jahre,1.8
1482,2008-06,Deutsche Schweiz,50-64 Jahre,1.9
1483,2008-06,Deutsche Schweiz,65 und mehr,0.1
1484,2008-06,Westschweiz und Tessin,15-24 Jahre,3.5
1485,2008-06,Westschweiz und Tessin,25-49 Jahre,3.7
1486,2008-06,Westschweiz und Tessin,50-64 Jahre,3.5
1487,2008-06,Westschweiz und Tessin,65 und mehr,0.2
1496,2008-07,Arbeitslosenquote,alle,2.3
1489,2008-07,Deutsche Schweiz,25-49 Jahre,1.8
1490,2008-07,Deutsche Schweiz,50-64 Jahre,1.8
1491,2008-07,Deutsche Schweiz,65 und mehr,0.1
1492,2008-07,Westschweiz und Tessin,15-24 Jahre,3.8
1493,2008-07,Westschweiz und Tessin,25-49 Jahre,3.7
1494,2008-07,Westschweiz und Tessin,50-64 Jahre,3.4
1495,2008-07,Westschweiz und Tessin,65 und mehr,0.2
1504,2008-08,Arbeitslosenquote,alle,2.4
1497,2008-08,Deutsche Schweiz,25-49 Jahre,1.8
1498,2008-08,Deutsche Schweiz,50-64 Jahre,1.8
1499,2008-08,Deutsche Schweiz,65 und mehr,0.1
1500,2008-08,Westschweiz und Tessin,15-24 Jahre,4.3
1501,2008-08,Westschweiz und Tessin,25-49 Jahre,3.7
1502,2008-08,Westschweiz und Tessin,50-64 Jahre,3.4
1503,2008-08,Westschweiz und Tessin,65 und mehr,0.2
1512,2008-09,Arbeitslosenquote,alle,2.4
1505,2008-09,Deutsche Schweiz,25-49 Jahre,1.9
1506,2008-09,Deutsche Schweiz,50-64 Jahre,1.8
1507,2008-09,Deutsche Schweiz,65 und mehr,0.1
1508,2008-09,Westschweiz und Tessin,15-24 Jahre,4.5
1509,2008-09,Westschweiz und Tessin,25-49 Jahre,3.8
1510,2008-09,Westschweiz und Tessin,50-64 Jahre,3.4
1511,2008-09,Westschweiz und Tessin,65 und mehr,0.2
1520,2008-10,Arbeitslosenquote,alle,2.5
1513,2008-10,Deutsche Schweiz,25-49 Jahre,2.0
1514,2008-10,Deutsche Schweiz,50-64 Jahre,1.9
1515,2008-10,Deutsche Schweiz,65 und mehr,0.1
1516,2008-10,Westschweiz und Tessin,15-24 Jahre,4.5
1517,2008-10,Westschweiz und Tessin,25-49 Jahre,4.0
1518,2008-10,Westschweiz und Tessin,50-64 Jahre,3.6
1519,2008-10,Westschweiz und Tessin,65 und mehr,0.1
1528,2008-11,Arbeitslosenquote,alle,2.7
1521,2008-11,Deutsche Schweiz,25-49 Jahre,2.2
1522,2008-11,Deutsche Schweiz,50-64 Jahre,2.0
1523,2008-11,Deutsche Schweiz,65 und mehr,0.1
1524,2008-11,Westschweiz und Tessin,15-24 Jahre,4.6
1525,2008-11,Westschweiz und Tessin,25-49 Jahre,4.2
1526,2008-11,Westschweiz und Tessin,50-64 Jahre,3.8
1527,2008-11,Westschweiz und Tessin,65 und mehr,0.1
1536,2008-12,Arbeitslosenquote,alle,3.0
1529,2008-12,Deutsche Schweiz,25-49 Jahre,2.4
1530,2008-12,Deutsche Schweiz,50-64 Jahre,2.2
1531,2008-12,Deutsche Schweiz,65 und mehr,0.1
1532,2008-12,Westschweiz und Tessin,15-24 Jahre,4.9
1533,2008-12,Westschweiz und Tessin,25-49 Jahre,4.7
1534,2008-12,Westschweiz und Tessin,50-64 Jahre,4.1
1535,2008-12,Westschweiz und Tessin,65 und mehr,0.1
1544,2009-01,Arbeitslosenquote,alle,3.3
1537,2009-01,Deutsche Schweiz,25-49 Jahre,2.6
1538,2009-01,Deutsche Schweiz,50-64 Jahre,2.4
1539,2009-01,Deutsche Schweiz,65 und mehr,0.1
1540,2009-01,Westschweiz und Tessin,15-24 Jahre,5.4
1541,2009-01,Westschweiz und Tessin,25-49 Jahre,5.1
1542,2009-01,Westschweiz und Tessin,50-64 Jahre,4.3
1543,2009-01,Westschweiz und Tessin,65 und mehr,0.2
1552,2009-02,Arbeitslosenquote,alle,3.4
1545,2009-02,Deutsche Schweiz,25-49 Jahre,2.8
1546,2009-02,Deutsche Schweiz,50-64 Jahre,2.5
1547,2009-02,Deutsche Schweiz,65 und mehr,0.1
1548,2009-02,Westschweiz und Tessin,15-24 Jahre,5.5
1549,2009-02,Westschweiz und Tessin,25-49 Jahre,5.1
1550,2009-02,Westschweiz und Tessin,50-64 Jahre,4.3
1551,2009-02,Westschweiz und Tessin,65 und mehr,0.2
1560,2009-03,Arbeitslosenquote,alle,3.4
1553,2009-03,Deutsche Schweiz,25-49 Jahre,2.9
1554,2009-03,Deutsche Schweiz,50-64 Jahre,2.6
1555,2009-03,Deutsche Schweiz,65 und mehr,0.1
1556,2009-03,Westschweiz und Tessin,15-24 Jahre,5.4
1557,2009-03,Westschweiz und Tessin,25-49 Jahre,5.0
1558,2009-03,Westschweiz und Tessin,50-64 Jahre,4.2
1559,2009-03,Westschweiz und Tessin,65 und mehr,0.3
1568,2009-04,Arbeitslosenquote,alle,3.5
1561,2009-04,Deutsche Schweiz,25-49 Jahre,3.0
1562,2009-04,Deutsche Schweiz,50-64 Jahre,2.7
1563,2009-04,Deutsche Schweiz,65 und mehr,0.1
1564,2009-04,Westschweiz und Tessin,15-24 Jahre,5.4
1565,2009-04,Westschweiz und Tessin,25-49 Jahre,5.1
1566,2009-04,Westschweiz und Tessin,50-64 Jahre,4.2
1567,2009-04,Westschweiz und Tessin,65 und mehr,0.2
1576,2009-05,Arbeitslosenquote,alle,3.4
1569,2009-05,Deutsche Schweiz,25-49 Jahre,2.9
1570,2009-05,Deutsche Schweiz,50-64 Jahre,2.7
1571,2009-05,Deutsche Schweiz,65 und mehr,0.1
1572,2009-05,Westschweiz und Tessin,15-24 Jahre,5.2
1573,2009-05,Westschweiz und Tessin,25-49 Jahre,5.0
1574,2009-05,Westschweiz und Tessin,50-64 Jahre,4.2
1575,2009-05,Westschweiz und Tessin,65 und mehr,0.2
1584,2009-06,Arbeitslosenquote,alle,3.6
1577,2009-06,Deutsche Schweiz,25-49 Jahre,3.1
1578,2009-06,Deutsche Schweiz,50-64 Jahre,2.8
1579,2009-06,Deutsche Schweiz,65 und mehr,0.1
1580,2009-06,Westschweiz und Tessin,15-24 Jahre,5.4
1581,2009-06,Westschweiz und Tessin,25-49 Jahre,5.1
1582,2009-06,Westschweiz und Tessin,50-64 Jahre,4.2
1583,2009-06,Westschweiz und Tessin,65 und mehr,0.2
1592,2009-07,Arbeitslosenquote,alle,3.7
1585,2009-07,Deutsche Schweiz,25-49 Jahre,3.1
1586,2009-07,Deutsche Schweiz,50-64 Jahre,2.9
1587,2009-07,Deutsche Schweiz,65 und mehr,0.2
1588,2009-07,Westschweiz und Tessin,15-24 Jahre,6.1
1589,2009-07,Westschweiz und Tessin,25-49 Jahre,5.2
1590,2009-07,Westschweiz und Tessin,50-64 Jahre,4.3
1591,2009-07,Westschweiz und Tessin,65 und mehr,0.3
1600,2009-08,Arbeitslosenquote,alle,3.8
1593,2009-08,Deutsche Schweiz,25-49 Jahre,3.2
1594,2009-08,Deutsche Schweiz,50-64 Jahre,2.9
1595,2009-08,Deutsche Schweiz,65 und mehr,0.1
1596,2009-08,Westschweiz und Tessin,15-24 Jahre,6.8
1597,2009-08,Westschweiz und Tessin,25-49 Jahre,5.3
1598,2009-08,Westschweiz und Tessin,50-64 Jahre,4.3
1599,2009-08,Westschweiz und Tessin,65 und mehr,0.2
1608,2009-09,Arbeitslosenquote,alle,3.9
1601,2009-09,Deutsche Schweiz,25-49 Jahre,3.2
1602,2009-09,Deutsche Schweiz,50-64 Jahre,3.0
1603,2009-09,Deutsche Schweiz,65 und mehr,0.2
1604,2009-09,Westschweiz und Tessin,15-24 Jahre,7.1
1605,2009-09,Westschweiz und Tessin,25-49 Jahre,5.4
1606,2009-09,Westschweiz und Tessin,50-64 Jahre,4.4
1607,2009-09,Westschweiz und Tessin,65 und mehr,0.3
1616,2009-10,Arbeitslosenquote,alle,4.0
1609,2009-10,Deutsche Schweiz,25-49 Jahre,3.4
1610,2009-10,Deutsche Schweiz,50-64 Jahre,3.1
1611,2009-10,Deutsche Schweiz,65 und mehr,0.2
1612,2009-10,Westschweiz und Tessin,15-24 Jahre,7.1
1613,2009-10,Westschweiz und Tessin,25-49 Jahre,5.6
1614,2009-10,Westschweiz und Tessin,50-64 Jahre,4.6
1615,2009-10,Westschweiz und Tessin,65 und mehr,0.2
1624,2009-11,Arbeitslosenquote,alle,4.2
1617,2009-11,Deutsche Schweiz,25-49 Jahre,3.5
1618,2009-11,Deutsche Schweiz,50-64 Jahre,3.3
1619,2009-11,Deutsche Schweiz,65 und mehr,0.2
1620,2009-11,Westschweiz und Tessin,15-24 Jahre,7.1
1621,2009-11,Westschweiz und Tessin,25-49 Jahre,5.8
1622,2009-11,Westschweiz und Tessin,50-64 Jahre,4.8
1623,2009-11,Westschweiz und Tessin,65 und mehr,0.2
1632,2009-12,Arbeitslosenquote,alle,4.4
1625,2009-12,Deutsche Schweiz,25-49 Jahre,3.7
1626,2009-12,Deutsche Schweiz,50-64 Jahre,3.5
1627,2009-12,Deutsche Schweiz,65 und mehr,0.2
1628,2009-12,Westschweiz und Tessin,15-24 Jahre,7.2
1629,2009-12,Westschweiz und Tessin,25-49 Jahre,6.2
1630,2009-12,Westschweiz und Tessin,50-64 Jahre,5.2
1631,2009-12,Westschweiz und Tessin,65 und mehr,0.2
1640,2010-01,Arbeitslosenquote,alle,4.1
1633,2010-01,Deutsche Schweiz,25-49 Jahre,3.6
1634,2010-01,Deutsche Schweiz,50-64 Jahre,2.9
1635,2010-01,Deutsche Schweiz,65 und mehr,0.1
1636,2010-01,Westschweiz und Tessin,15-24 Jahre,7.0
1637,2010-01,Westschweiz und Tessin,25-49 Jahre,5.9
1638,2010-01,Westschweiz und Tessin,50-64 Jahre,4.4
1639,2010-01,Westschweiz und Tessin,65 und mehr,0.2
1648,2010-02,Arbeitslosenquote,alle,4.0
1641,2010-02,Deutsche Schweiz,25-49 Jahre,3.6
1642,2010-02,Deutsche Schweiz,50-64 Jahre,2.9
1643,2010-02,Deutsche Schweiz,65 und mehr,0.1
1644,2010-02,Westschweiz und Tessin,15-24 Jahre,6.8
1645,2010-02,Westschweiz und Tessin,25-49 Jahre,5.8
1646,2010-02,Westschweiz und Tessin,50-64 Jahre,4.3
1647,2010-02,Westschweiz und Tessin,65 und mehr,0.2
1656,2010-03,Arbeitslosenquote,alle,3.8
1649,2010-03,Deutsche Schweiz,25-49 Jahre,3.4
1650,2010-03,Deutsche Schweiz,50-64 Jahre,2.9
1651,2010-03,Deutsche Schweiz,65 und mehr,0.1
1652,2010-03,Westschweiz und Tessin,15-24 Jahre,6.3
1653,2010-03,Westschweiz und Tessin,25-49 Jahre,5.5
1654,2010-03,Westschweiz und Tessin,50-64 Jahre,4.2
1655,2010-03,Westschweiz und Tessin,65 und mehr,0.2
1664,2010-04,Arbeitslosenquote,alle,3.7
1657,2010-04,Deutsche Schweiz,25-49 Jahre,3.3
1658,2010-04,Deutsche Schweiz,50-64 Jahre,2.8
1659,2010-04,Deutsche Schweiz,65 und mehr,0.2
1660,2010-04,Westschweiz und Tessin,15-24 Jahre,5.9
1661,2010-04,Westschweiz und Tessin,25-49 Jahre,5.3
1662,2010-04,Westschweiz und Tessin,50-64 Jahre,4.1
1663,2010-04,Westschweiz und Tessin,65 und mehr,0.2
1672,2010-05,Arbeitslosenquote,alle,3.5
1665,2010-05,Deutsche Schweiz,25-49 Jahre,3.1
1666,2010-05,Deutsche Schweiz,50-64 Jahre,2.7
1667,2010-05,Deutsche Schweiz,65 und mehr,0.1
1668,2010-05,Westschweiz und Tessin,15-24 Jahre,5.5
1669,2010-05,Westschweiz und Tessin,25-49 Jahre,5.1
1670,2010-05,Westschweiz und Tessin,50-64 Jahre,4.0
1671,2010-05,Westschweiz und Tessin,65 und mehr,0.2
1680,2010-06,Arbeitslosenquote,alle,3.3
1673,2010-06,Deutsche Schweiz,25-49 Jahre,3.0
1674,2010-06,Deutsche Schweiz,50-64 Jahre,2.6
1675,2010-06,Deutsche Schweiz,65 und mehr,0.1
1676,2010-06,Westschweiz und Tessin,15-24 Jahre,5.2
1677,2010-06,Westschweiz und Tessin,25-49 Jahre,4.9
1678,2010-06,Westschweiz und Tessin,50-64 Jahre,3.9
