id,datum,region,altersgruppe,arbeitslosenquote
8,1993-01,Arbeitslosenquote,alle,3.9
1,1993-01,Deutsche Schweiz,25-49 Jahre,3.4
2,1993-01,Deutsche Schweiz,50-64 Jahre,2.6
3,1993-01,Deutsche Schweiz,65 und mehr,1.1
4,1993-01,Westschweiz und Tessin,15-24 Jahre,6.9
5,1993-01,Westschweiz und Tessin,25-49 Jahre,6.1
6,1993-01,Westschweiz und Tessin,50-64 Jahre,4.3
7,1993-01,Westschweiz und Tessin,65 und mehr,2.2
16,1993-02,Arbeitslosenquote,alle,4.1
9,1993-02,Deutsche Schweiz,25-49 Jahre,3.7
10,1993-02,Deutsche Schweiz,50-64 Jahre,2.7
11,1993-02,Deutsche Schweiz,65 und mehr,1.1
12,1993-02,Westschweiz und Tessin,15-24 Jahre,6.9
13,1993-02,Westschweiz und Tessin,25-49 Jahre,6.2
14,1993-02,Westschweiz und Tessin,50-64 Jahre,4.5
15,1993-02,Westschweiz und Tessin,65 und mehr,2.1
24,1993-03,Arbeitslosenquote,alle,4.2
17,1993-03,Deutsche Schweiz,25-49 Jahre,3.8
18,1993-03,Deutsche Schweiz,50-64 Jahre,2.9
19,1993-03,Deutsche Schweiz,65 und mehr,1.1
20,1993-03,Westschweiz und Tessin,15-24 Jahre,6.8
21,1993-03,Westschweiz und Tessin,25-49 Jahre,6.3
22,1993-03,Westschweiz und Tessin,50-64 Jahre,4.6
23,1993-03,Westschweiz und Tessin,65 und mehr,2.1
32,1993-04,Arbeitslosenquote,alle,4.3
25,1993-04,Deutsche Schweiz,25-49 Jahre,3.9
26,1993-04,Deutsche Schweiz,50-64 Jahre,3.0
27,1993-04,Deutsche Schweiz,65 und mehr,1.0
28,1993-04,Westschweiz und Tessin,15-24 Jahre,6.9
29,1993-04,Westschweiz und Tessin,25-49 Jahre,6.5
30,1993-04,Westschweiz und Tessin,50-64 Jahre,4.8
31,1993-04,Westschweiz und Tessin,65 und mehr,2.0
40,1993-05,Arbeitslosenquote,alle,4.3
33,1993-05,Deutsche Schweiz,25-49 Jahre,4.0
34,1993-05,Deutsche Schweiz,50-64 Jahre,3.1
35,1993-05,Deutsche Schweiz,65 und mehr,0.9
36,1993-05,Westschweiz und Tessin,15-24 Jahre,6.9
37,1993-05,Westschweiz und Tessin,25-49 Jahre,6.6
38,1993-05,Westschweiz und Tessin,50-64 Jahre,4.9
39,1993-05,Westschweiz und Tessin,65 und mehr,1.9
48,1993-06,Arbeitslosenquote,alle,4.4
41,1993-06,Deutsche Schweiz,25-49 Jahre,4.0
42,1993-06,Deutsche Schweiz,50-64 Jahre,3.2
43,1993-06,Deutsche Schweiz,65 und mehr,0.8
44,1993-06,Westschweiz und Tessin,15-24 Jahre,7.2
45,1993-06,Westschweiz und Tessin,25-49 Jahre,6.6
46,1993-06,Westschweiz und Tessin,50-64 Jahre,5.1
47,1993-06,Westschweiz und Tessin,65 und mehr,1.7
56,1993-07,Arbeitslosenquote,alle,4.6
49,1993-07,Deutsche Schweiz,25-49 Jahre,4.1
50,1993-07,Deutsche Schweiz,50-64 Jahre,3.3
51,1993-07,Deutsche Schweiz,65 und mehr,0.7
52,1993-07,Westschweiz und Tessin,15-24 Jahre,7.8
53,1993-07,Westschweiz und Tessin,25-49 Jahre,6.8
54,1993-07,Westschweiz und Tessin,50-64 Jahre,5.3
55,1993-07,Westschweiz und Tessin,65 und mehr,1.4
64,1993-08,Arbeitslosenquote,alle,4.7
57,1993-08,Deutsche Schweiz,25-49 Jahre,4.1
58,1993-08,Deutsche Schweiz,50-64 Jahre,3.4
59,1993-08,Deutsche Schweiz,65 und mehr,0.6
60,1993-08,Westschweiz und Tessin,15-24 Jahre,8.4
61,1993-08,Westschweiz und Tessin,25-49 Jahre,6.8
62,1993-08,Westschweiz und Tessin,50-64 Jahre,5.3
63,1993-08,Westschweiz und Tessin,65 und mehr,1.2
72,1993-09,Arbeitslosenquote,alle,4.8
65,1993-09,Deutsche Schweiz,25-49 Jahre,4.1
66,1993-09,Deutsche Schweiz,50-64 Jahre,3.4
67,1993-09,Deutsche Schweiz,65 und mehr,0.5
68,1993-09,Westschweiz und Tessin,15-24 Jahre,9.1
69,1993-09,Westschweiz und Tessin,25-49 Jahre,6.9
70,1993-09,Westschweiz und Tessin,50-64 Jahre,5.4
71,1993-09,Westschweiz und Tessin,65 und mehr,0.9
80,1993-10,Arbeitslosenquote,alle,4.8
73,1993-10,Deutsche Schweiz,25-49 Jahre,4.1
74,1993-10,Deutsche Schweiz,50-64 Jahre,3.5
75,1993-10,Deutsche Schweiz,65 und mehr,0.4
76,1993-10,Westschweiz und Tessin,15-24 Jahre,9.2
77,1993-10,Westschweiz und Tessin,25-49 Jahre,7.0
78,1993-10,Westschweiz und Tessin,50-64 Jahre,5.5
79,1993-10,Westschweiz und Tessin,65 und mehr,0.7
88,1993-11,Arbeitslosenquote,alle,5.0
81,1993-11,Deutsche Schweiz,25-49 Jahre,4.2
82,1993-11,Deutsche Schweiz,50-64 Jahre,3.5
83,1993-11,Deutsche Schweiz,65 und mehr,0.3
84,1993-11,Westschweiz und Tessin,15-24 Jahre,10.0
85,1993-11,Westschweiz und Tessin,25-49 Jahre,7.3
86,1993-11,Westschweiz und Tessin,50-64 Jahre,5.7
87,1993-11,Westschweiz und Tessin,65 und mehr,0.5
96,1993-12,Arbeitslosenquote,alle,5.1
89,1993-12,Deutsche Schweiz,25-49 Jahre,4.3
90,1993-12,Deutsche Schweiz,50-64 Jahre,3.6
91,1993-12,Deutsche Schweiz,65 und mehr,0.1
92,1993-12,Westschweiz und Tessin,15-24 Jahre,10.1
93,1993-12,Westschweiz und Tessin,25-49 Jahre,7.5
94,1993-12,Westschweiz und Tessin,50-64 Jahre,5.7
95,1993-12,Westschweiz und Tessin,65 und mehr,0.3
104,1994-01,Arbeitslosenquote,alle,5.2
97,1994-01,Deutsche Schweiz,25-49 Jahre,4.5
98,1994-01,Deutsche Schweiz,50-64 Jahre,3.9
99,1994-01,Deutsche Schweiz,65 und mehr,2.1
100,1994-01,Westschweiz und Tessin,15-24 Jahre,8.6
101,1994-01,Westschweiz und Tessin,25-49 Jahre,8.0
102,1994-01,Westschweiz und Tessin,50-64 Jahre,6.3
103,1994-01,Westschweiz und Tessin,65 und mehr,3.5
112,1994-02,Arbeitslosenquote,alle,5.2
105,1994-02,Deutsche Schweiz,25-49 Jahre,4.5
106,1994-02,Deutsche Schweiz,50-64 Jahre,4.0
107,1994-02,Deutsche Schweiz,65 und mehr,1.9
108,1994-02,Westschweiz und Tessin,15-24 Jahre,8.3
109,1994-02,Westschweiz und Tessin,25-49 Jahre,7.9
110,1994-02,Westschweiz und Tessin,50-64 Jahre,6.3
111,1994-02,Westschweiz und Tessin,65 und mehr,3.2
120,1994-03,Arbeitslosenquote,alle,5.0
113,1994-03,Deutsche Schweiz,25-49 Jahre,4.4
114,1994-03,Deutsche Schweiz,50-64 Jahre,4.0
115,1994-03,Deutsche Schweiz,65 und mehr,1.8
116,1994-03,Westschweiz und Tessin,15-24 Jahre,7.9
117,1994-03,Westschweiz und Tessin,25-49 Jahre,7.7
118,1994-03,Westschweiz und Tessin,50-64 Jahre,6.2
119,1994-03,Westschweiz und Tessin,65 und mehr,2.9
128,1994-04,Arbeitslosenquote,alle,4.9
121,1994-04,Deutsche Schweiz,25-49 Jahre,4.3
122,1994-04,Deutsche Schweiz,50-64 Jahre,3.9
123,1994-04,Deutsche Schweiz,65 und mehr,1.6
124,1994-04,Westschweiz und Tessin,15-24 Jahre,7.7
125,1994-04,Westschweiz und Tessin,25-49 Jahre,7.4
126,1994-04,Westschweiz und Tessin,50-64 Jahre,6.1
127,1994-04,Westschweiz und Tessin,65 und mehr,2.6
136,1994-05,Arbeitslosenquote,alle,4.8
129,1994-05,Deutsche Schweiz,25-49 Jahre,4.2
130,1994-05,Deutsche Schweiz,50-64 Jahre,3.9
131,1994-05,Deutsche Schweiz,65 und mehr,1.4
132,1994-05,Westschweiz und Tessin,15-24 Jahre,7.5
133,1994-05,Westschweiz und Tessin,25-49 Jahre,7.3
134,1994-05,Westschweiz und Tessin,50-64 Jahre,6.1
135,1994-05,Westschweiz und Tessin,65 und mehr,2.4
144,1994-06,Arbeitslosenquote,alle,4.6
137,1994-06,Deutsche Schweiz,25-49 Jahre,4.0
138,1994-06,Deutsche Schweiz,50-64 Jahre,3.8
139,1994-06,Deutsche Schweiz,65 und mehr,1.2
140,1994-06,Westschweiz und Tessin,15-24 Jahre,7.4
141,1994-06,Westschweiz und Tessin,25-49 Jahre,7.0
142,1994-06,Westschweiz und Tessin,50-64 Jahre,6.1
143,1994-06,Westschweiz und Tessin,65 und mehr,2.1
152,1994-07,Arbeitslosenquote,alle,4.6
145,1994-07,Deutsche Schweiz,25-49 Jahre,3.9
146,1994-07,Deutsche Schweiz,50-64 Jahre,3.8
147,1994-07,Deutsche Schweiz,65 und mehr,1.0
148,1994-07,Westschweiz und Tessin,15-24 Jahre,7.7
149,1994-07,Westschweiz und Tessin,25-49 Jahre,6.9
150,1994-07,Westschweiz und Tessin,50-64 Jahre,6.0
151,1994-07,Westschweiz und Tessin,65 und mehr,1.9
160,1994-08,Arbeitslosenquote,alle,4.5
153,1994-08,Deutsche Schweiz,25-49 Jahre,3.8
154,1994-08,Deutsche Schweiz,50-64 Jahre,3.7
155,1994-08,Deutsche Schweiz,65 und mehr,0.8
156,1994-08,Westschweiz und Tessin,15-24 Jahre,8.2
157,1994-08,Westschweiz und Tessin,25-49 Jahre,6.8
158,1994-08,Westschweiz und Tessin,50-64 Jahre,5.9
159,1994-08,Westschweiz und Tessin,65 und mehr,1.5
168,1994-09,Arbeitslosenquote,alle,4.4
161,1994-09,Deutsche Schweiz,25-49 Jahre,3.7
162,1994-09,Deutsche Schweiz,50-64 Jahre,3.6
163,1994-09,Deutsche Schweiz,65 und mehr,0.6
164,1994-09,Westschweiz und Tessin,15-24 Jahre,8.5
165,1994-09,Westschweiz und Tessin,25-49 Jahre,6.7
166,1994-09,Westschweiz und Tessin,50-64 Jahre,5.8
167,1994-09,Westschweiz und Tessin,65 und mehr,1.2
176,1994-10,Arbeitslosenquote,alle,4.4
169,1994-10,Deutsche Schweiz,25-49 Jahre,3.6
170,1994-10,Deutsche Schweiz,50-64 Jahre,3.5
171,1994-10,Deutsche Schweiz,65 und mehr,0.4
172,1994-10,Westschweiz und Tessin,15-24 Jahre,8.4
173,1994-10,Westschweiz und Tessin,25-49 Jahre,6.7
174,1994-10,Westschweiz und Tessin,50-64 Jahre,5.9
175,1994-10,Westschweiz und Tessin,65 und mehr,1.0
184,1994-11,Arbeitslosenquote,alle,4.5
177,1994-11,Deutsche Schweiz,25-49 Jahre,3.6
178,1994-11,Deutsche Schweiz,50-64 Jahre,3.5
179,1994-11,Deutsche Schweiz,65 und mehr,0.3
180,1994-11,Westschweiz und Tessin,15-24 Jahre,9.0
181,1994-11,Westschweiz und Tessin,25-49 Jahre,6.9
182,1994-11,Westschweiz und Tessin,50-64 Jahre,6.0
183,1994-11,Westschweiz und Tessin,65 und mehr,0.7
192,1994-12,Arbeitslosenquote,alle,4.5
185,1994-12,Deutsche Schweiz,25-49 Jahre,3.7
186,1994-12,Deutsche Schweiz,50-64 Jahre,3.5
187,1994-12,Deutsche Schweiz,65 und mehr,0.1
188,1994-12,Westschweiz und Tessin,15-24 Jahre,9.1
189,1994-12,Westschweiz und Tessin,25-49 Jahre,7.1
190,1994-12,Westschweiz und Tessin,50-64 Jahre,6.1
191,1994-12,Westschweiz und Tessin,65 und mehr,0.4
200,1995-01,Arbeitslosenquote,alle,4.6
193,1995-01,Deutsche Schweiz,25-49 Jahre,3.8
194,1995-01,Deutsche Schweiz,50-64 Jahre,3.7
195,1995-01,Deutsche Schweiz,65 und mehr,2.2
196,1995-01,Westschweiz und Tessin,15-24 Jahre,7.8
197,1995-01,Westschweiz und Tessin,25-49 Jahre,7.6
198,1995-01,Westschweiz und Tessin,50-64 Jahre,6.6
199,1995-01,Westschweiz und Tessin,65 und mehr,4.2
208,1995-02,Arbeitslosenquote,alle,4.6
201,1995-02,Deutsche Schweiz,25-49 Jahre,3.8
202,1995-02,Deutsche Schweiz,50-64 Jahre,3.7
203,1995-02,Deutsche Schweiz,65 und mehr,2.0
204,1995-02,Westschweiz und Tessin,15-24 Jahre,7.5
205,1995-02,Westschweiz und Tessin,25-49 Jahre,7.5
206,1995-02,Westschweiz und Tessin,50-64 Jahre,6.6
207,1995-02,Westschweiz und Tessin,65 und mehr,3.7
216,1995-03,Arbeitslosenquote,alle,4.4
209,1995-03,Deutsche Schweiz,25-49 Jahre,3.7
210,1995-03,Deutsche Schweiz,50-64 Jahre,3.6
211,1995-03,Deutsche Schweiz,65 und mehr,1.8
212,1995-03,Westschweiz und Tessin,15-24 Jahre,7.2
213,1995-03,Westschweiz und Tessin,25-49 Jahre,7.3
214,1995-03,Westschweiz und Tessin,50-64 Jahre,6.5
215,1995-03,Westschweiz und Tessin,65 und mehr,3.3
224,1995-04,Arbeitslosenquote,alle,4.3
217,1995-04,Deutsche Schweiz,25-49 Jahre,3.6
218,1995-04,Deutsche Schweiz,50-64 Jahre,3.5
219,1995-04,Deutsche Schweiz,65 und mehr,1.6
220,1995-04,Westschweiz und Tessin,15-24 Jahre,6.9
221,1995-04,Westschweiz und Tessin,25-49 Jahre,7.1
222,1995-04,Westschweiz und Tessin,50-64 Jahre,6.3
223,1995-04,Westschweiz und Tessin,65 und mehr,2.9
232,1995-05,Arbeitslosenquote,alle,4.2
225,1995-05,Deutsche Schweiz,25-49 Jahre,3.5
226,1995-05,Deutsche Schweiz,50-64 Jahre,3.5
227,1995-05,Deutsche Schweiz,65 und mehr,1.4
228,1995-05,Westschweiz und Tessin,15-24 Jahre,6.8
229,1995-05,Westschweiz und Tessin,25-49 Jahre,6.9
230,1995-05,Westschweiz und Tessin,50-64 Jahre,6.1
231,1995-05,Westschweiz und Tessin,65 und mehr,2.5
240,1995-06,Arbeitslosenquote,alle,4.0
233,1995-06,Deutsche Schweiz,25-49 Jahre,3.4
234,1995-06,Deutsche Schweiz,50-64 Jahre,3.4
235,1995-06,Deutsche Schweiz,65 und mehr,1.2
236,1995-06,Westschweiz und Tessin,15-24 Jahre,6.5
237,1995-06,Westschweiz und Tessin,25-49 Jahre,6.5
238,1995-06,Westschweiz und Tessin,50-64 Jahre,5.9
239,1995-06,Westschweiz und Tessin,65 und mehr,2.1
248,1995-07,Arbeitslosenquote,alle,4.0
241,1995-07,Deutsche Schweiz,25-49 Jahre,3.4
242,1995-07,Deutsche Schweiz,50-64 Jahre,3.4
243,1995-07,Deutsche Schweiz,65 und mehr,0.9
244,1995-07,Westschweiz und Tessin,15-24 Jahre,6.7
245,1995-07,Westschweiz und Tessin,25-49 Jahre,6.4
246,1995-07,Westschweiz und Tessin,50-64 Jahre,5.7
247,1995-07,Westschweiz und Tessin,65 und mehr,1.8
256,1995-08,Arbeitslosenquote,alle,4.0
249,1995-08,Deutsche Schweiz,25-49 Jahre,3.3
250,1995-08,Deutsche Schweiz,50-64 Jahre,3.3
251,1995-08,Deutsche Schweiz,65 und mehr,0.8
252,1995-08,Westschweiz und Tessin,15-24 Jahre,7.1
253,1995-08,Westschweiz und Tessin,25-49 Jahre,6.3
254,1995-08,Westschweiz und Tessin,50-64 Jahre,5.6
255,1995-08,Westschweiz und Tessin,65 und mehr,1.5
264,1995-09,Arbeitslosenquote,alle,4.0
257,1995-09,Deutsche Schweiz,25-49 Jahre,3.3
258,1995-09,Deutsche Schweiz,50-64 Jahre,3.3
259,1995-09,Deutsche Schweiz,65 und mehr,0.7
260,1995-09,Westschweiz und Tessin,15-24 Jahre,7.1
261,1995-09,Westschweiz und Tessin,25-49 Jahre,6.0
262,1995-09,Westschweiz und Tessin,50-64 Jahre,5.3
263,1995-09,Westschweiz und Tessin,65 und mehr,1.1
272,1995-10,Arbeitslosenquote,alle,4.0
265,1995-10,Deutsche Schweiz,25-49 Jahre,3.4
266,1995-10,Deutsche Schweiz,50-64 Jahre,3.3
267,1995-10,Deutsche Schweiz,65 und mehr,0.5
268,1995-10,Westschweiz und Tessin,15-24 Jahre,7.4
269,1995-10,Westschweiz und Tessin,25-49 Jahre,6.1
270,1995-10,Westschweiz und Tessin,50-64 Jahre,5.3
271,1995-10,Westschweiz und Tessin,65 und mehr,0.8
280,1995-11,Arbeitslosenquote,alle,4.2
273,1995-11,Deutsche Schweiz,25-49 Jahre,3.5
274,1995-11,Deutsche Schweiz,50-64 Jahre,3.3
275,1995-11,Deutsche Schweiz,65 und mehr,0.3
276,1995-11,Westschweiz und Tessin,15-24 Jahre,7.9
277,1995-11,Westschweiz und Tessin,25-49 Jahre,6.4
278,1995-11,Westschweiz und Tessin,50-64 Jahre,5.4
279,1995-11,Westschweiz und Tessin,65 und mehr,0.6
288,1995-12,Arbeitslosenquote,alle,4.3
281,1995-12,Deutsche Schweiz,25-49 Jahre,3.6
282,1995-12,Deutsche Schweiz,50-64 Jahre,3.2
283,1995-12,Deutsche Schweiz,65 und mehr,0.1
284,1995-12,Westschweiz und Tessin,15-24 Jahre,8.2
285,1995-12,Westschweiz und Tessin,25-49 Jahre,6.7
286,1995-12,Westschweiz und Tessin,50-64 Jahre,5.7
287,1995-12,Westschweiz und Tessin,65 und mehr,0.3
296,1996-01,Arbeitslosenquote,alle,4.5
289,1996-01,Deutsche Schweiz,25-49 Jahre,3.8
290,1996-01,Deutsche Schweiz,50-64 Jahre,3.5
291,1996-01,Deutsche Schweiz,65 und mehr,2.1
292,1996-01,Westschweiz und Tessin,15-24 Jahre,7.0
293,1996-01,Westschweiz und Tessin,25-49 Jahre,7.3
294,1996-01,Westschweiz und Tessin,50-64 Jahre,6.3
295,1996-01,Westschweiz und Tessin,65 und mehr,3.7
304,1996-02,Arbeitslosenquote,alle,4.6
297,1996-02,Deutsche Schweiz,25-49 Jahre,3.9
298,1996-02,Deutsche Schweiz,50-64 Jahre,3.5
299,1996-02,Deutsche Schweiz,65 und mehr,2.0
300,1996-02,Westschweiz und Tessin,15-24 Jahre,6.8
301,1996-02,Westschweiz und Tessin,25-49 Jahre,7.4
302,1996-02,Westschweiz und Tessin,50-64 Jahre,6.3
303,1996-02,Westschweiz und Tessin,65 und mehr,3.2
312,1996-03,Arbeitslosenquote,alle,4.6
305,1996-03,Deutsche Schweiz,25-49 Jahre,4.0
306,1996-03,Deutsche Schweiz,50-64 Jahre,3.6
307,1996-03,Deutsche Schweiz,65 und mehr,1.8
308,1996-03,Westschweiz und Tessin,15-24 Jahre,6.6
309,1996-03,Westschweiz und Tessin,25-49 Jahre,7.2
310,1996-03,Westschweiz und Tessin,50-64 Jahre,6.3
311,1996-03,Westschweiz und Tessin,65 und mehr,3.0
320,1996-04,Arbeitslosenquote,alle,4.5
313,1996-04,Deutsche Schweiz,25-49 Jahre,4.0
314,1996-04,Deutsche Schweiz,50-64 Jahre,3.6
315,1996-04,Deutsche Schweiz,65 und mehr,1.6
